X,Y
0.0,14.967141530112327
0.5050505050505051,10.13250850343967
1.0101010101010102,19.507188411309954
1.5151515151515151,29.775753109534797
2.0202020202020203,13.719072313372703
2.5252525252525255,15.234388006265773
3.0303030303030303,34.883037245983004
3.5353535353535355,28.280407897589694
4.040404040404041,17.4264682618626
4.545454545454546,29.061964072223283
5.050505050505051,20.51733822339053
5.555555555555556,22.0093691309641
6.0606060606060606,30.601440897478522
6.565656565656566,10.564167250391716
7.070707070707071,13.962942886990884
7.575757575757576,27.104397434863
8.080808080808081,24.114113039080003
8.585858585858587,38.900049083528494
9.090909090909092,28.192486517515164
9.595959595959597,24.664841774525875
10.101010101010102,54.95951799224584
10.606060606060607,39.56041881331646
11.111111111111112,44.008615380212575
11.616161616161618,30.601002986350284
12.121212121212121,40.919809118384535
12.626262626262626,48.988013775886536
13.131313131313131,37.88400361971637
13.636363636363637,54.666071092547625
14.141414141414142,46.41785552505437
14.646464646464647,51.02245644146117
15.151515151515152,49.437479332251485
15.656565656565657,75.49247881478635
16.161616161616163,58.34987623746915
16.666666666666668,49.422890710440996
17.171717171717173,69.7406006361834
17.67676767676768,50.82186653059281
18.181818181818183,66.63409049550211
18.68686868686869,46.463904821808306
19.191919191919194,54.29389708677327
19.6969696969697,71.05952144960033
20.202020202020204,77.99072640601472
20.70707070707071,73.83489493311183
21.212121212121215,72.47988081248124
21.71717171717172,72.14047819562226
22.222222222222225,61.8814467629924
22.72727272727273,70.9833760978711
23.232323232323235,75.09058198737182
23.73737373737374,91.78334347431037
24.242424242424242,86.16345562295733
24.747474747474747,66.61202268879691
25.252525252525253,88.9984154515237
25.757575757575758,83.42190446856412
26.262626262626263,82.0186587848192
26.767676767676768,96.41979319143898
27.272727272727273,102.12817704314132
27.77777777777778,102.64613452449532
28.282828282828284,86.45630961625847
28.78787878787879,93.27151260512423
29.292929292929294,101.19142219282351
29.7979797979798,109.149390665163
30.303030303030305,96.11734853063801
30.80808080808081,100.56765265760427
31.313131313131315,92.87604419933365
31.81818181818182,93.49247921373876
32.323232323232325,115.09495519363895
32.82828282828283,122.04724877055673
33.333333333333336,109.27989878419666
33.83838383838384,121.55048049407176
34.343434343434346,116.64666328077938
34.84848484848485,108.09425699940331
35.35353535353536,119.67456211569021
35.85858585858586,132.9561232404173
36.36363636363637,118.73264869980957
36.86868686868687,136.2524971642007
37.37373737373738,95.92376108031468
37.87878787878788,131.85538868011588
38.38383838383839,126.02198583389686
38.88888888888889,123.676593162008
39.3939393939394,129.09942594717322
39.8989898989899,109.8212805509608
40.40404040404041,129.0154023337461
40.909090909090914,136.2983984423902
41.41414141414142,149.0213646898394
41.919191919191924,130.5748735748393
42.42424242424243,129.1877912437954
42.929292929292934,133.77030835203345
43.43434343434344,149.45705148005106
43.939393939393945,145.10569291477867
44.44444444444445,138.03573129566294
44.949494949494955,149.98115917961843
45.45454545454546,147.33441185711678
45.959595959595966,157.5652377841168
46.46464646464647,142.37340845516587
46.969696969696976,147.63246944311325
47.47474747474748,148.50316089292085
47.979797979797986,139.3042444580728
48.484848484848484,158.4157482251912
48.98989898989899,159.58024969149585
49.494949494949495,158.53598305127312
50.0,157.65412866624854
